timestamp,operator,ue,tech,imsi,guti
2026-03-21T21:31:00.507665+00:00,Operator A,S23,4g,ANON_IMSI_A2,3676718918
2026-03-21T21:31:25.531618+00:00,Operator A,S23,4g,ANON_IMSI_A2,3676718918
2026-03-21T21:45:26.717040+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_0378f59c1a5d27f9eee7030d94952b16cbe9a341f1d36c9342d1c00b25713f55d163efe856a75a739ee119f69923,3656927064
2026-03-21T21:45:36.937003+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_0378f59c1a5d27f9eee7030d94952b16cbe9a341f1d36c9342d1c00b25713f55d163efe856a75a739ee119f69923,3656927064
2026-03-21T21:45:47.136951+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_0378f59c1a5d27f9eee7030d94952b16cbe9a341f1d36c9342d1c00b25713f55d163efe856a75a739ee119f69923,3656927064
2026-03-21T21:56:40.279221+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03337bc518cf7121159e0526ee16b27c2bf0ac656983cd92fb12d98f851389a115da333076ef34b842dfde2d5d6d,3657189242
2026-03-21T22:01:46.418149+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_0379a588804062928ba19d6a19407b8ea26dc6ee5d17020e346ea11d97ff852af7486af4ffe650817a1072c80413,3657385841
2026-03-21T22:01:56.637887+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_0379a588804062928ba19d6a19407b8ea26dc6ee5d17020e346ea11d97ff852af7486af4ffe650817a1072c80413,3657385841
2026-03-21T22:02:06.837880+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_0379a588804062928ba19d6a19407b8ea26dc6ee5d17020e346ea11d97ff852af7486af4ffe650817a1072c80413,3657385841
2026-03-21T22:06:55.834916+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_036e2cbefe8604ea131b9fb505f0ebed96c0dd84515fa90a3148feca539131d08f2d507076fbcceb3543b57c8558,3657517026
2026-03-21T22:07:06.054878+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_036e2cbefe8604ea131b9fb505f0ebed96c0dd84515fa90a3148feca539131d08f2d507076fbcceb3543b57c8558,3657517026
2026-03-21T22:07:16.234859+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_036e2cbefe8604ea131b9fb505f0ebed96c0dd84515fa90a3148feca539131d08f2d507076fbcceb3543b57c8558,3657517026
2026-03-21T22:07:26.439678+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_036e2cbefe8604ea131b9fb505f0ebed96c0dd84515fa90a3148feca539131d08f2d507076fbcceb3543b57c8558,3657517026
2026-03-21T22:07:36.639761+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_036e2cbefe8604ea131b9fb505f0ebed96c0dd84515fa90a3148feca539131d08f2d507076fbcceb3543b57c8558,3657517026
2026-03-21T22:29:18.548474+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03aef5badc44602da75ea9e8493574b6dce6376f7168b9d8e91c01daef97180a893373deae65de645f2e0c00531e,3658172234
2026-03-21T22:29:28.748423+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03aef5badc44602da75ea9e8493574b6dce6376f7168b9d8e91c01daef97180a893373deae65de645f2e0c00531e,3658172234
2026-03-21T22:29:38.928503+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03aef5badc44602da75ea9e8493574b6dce6376f7168b9d8e91c01daef97180a893373deae65de645f2e0c00531e,3658172234
2026-03-21T22:34:25.395018+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03a802c497d96d9f6b99bc442c5fc9c3c17985e93a8173f94e52a2b443b32f72c0c75a9606b15fb0ebd1363f5f64,3658237794
2026-03-21T22:34:35.594959+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03a802c497d96d9f6b99bc442c5fc9c3c17985e93a8173f94e52a2b443b32f72c0c75a9606b15fb0ebd1363f5f64,3658237794
2026-03-21T22:34:45.795002+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03a802c497d96d9f6b99bc442c5fc9c3c17985e93a8173f94e52a2b443b32f72c0c75a9606b15fb0ebd1363f5f64,3658237794
2026-03-21T22:34:55.979946+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03a802c497d96d9f6b99bc442c5fc9c3c17985e93a8173f94e52a2b443b32f72c0c75a9606b15fb0ebd1363f5f64,3658237794
2026-03-21T22:35:06.179975+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03a802c497d96d9f6b99bc442c5fc9c3c17985e93a8173f94e52a2b443b32f72c0c75a9606b15fb0ebd1363f5f64,3658237794
2026-03-21T22:50:45.172260+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03e04cf4a9cfad65ec4f69a75684ff30b0d3d1703ed2dc6b53ef7f73c1c8035b24c36eb76974f977ef65e14fbf54,3658631161
2026-03-21T22:50:55.392098+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03e04cf4a9cfad65ec4f69a75684ff30b0d3d1703ed2dc6b53ef7f73c1c8035b24c36eb76974f977ef65e14fbf54,3658631161
2026-03-21T22:51:05.592129+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03e04cf4a9cfad65ec4f69a75684ff30b0d3d1703ed2dc6b53ef7f73c1c8035b24c36eb76974f977ef65e14fbf54,3658631161
2026-03-21T22:51:15.797207+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03e04cf4a9cfad65ec4f69a75684ff30b0d3d1703ed2dc6b53ef7f73c1c8035b24c36eb76974f977ef65e14fbf54,3658631161
2026-03-21T22:51:26.017195+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03e04cf4a9cfad65ec4f69a75684ff30b0d3d1703ed2dc6b53ef7f73c1c8035b24c36eb76974f977ef65e14fbf54,3658631161
2026-03-21T23:13:01.648423+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_034f209b27237e787aa5c8712504a40d48da75c1daf28c856cb477f57e7c53ef3ba50a2f2297df7515a84e561315,3659089770
2026-03-21T23:13:11.868533+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_034f209b27237e787aa5c8712504a40d48da75c1daf28c856cb477f57e7c53ef3ba50a2f2297df7515a84e561315,3659089770
2026-03-21T23:13:22.048508+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_034f209b27237e787aa5c8712504a40d48da75c1daf28c856cb477f57e7c53ef3ba50a2f2297df7515a84e561315,3659089770
2026-03-21T23:24:13.157456+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03cfd734f714a152daaf236f44f685882d12856081da94c15a298482de275945266c1cd6c98c423bc165d1762e88,3659286522
2026-03-21T23:24:23.377386+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03cfd734f714a152daaf236f44f685882d12856081da94c15a298482de275945266c1cd6c98c423bc165d1762e88,3659286522
2026-03-21T23:29:17.090455+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_0352c94a7e7a18b0633671c820174daede17a976df0ce1d56b695c728b6b955e7224d7197fb3d7e7670d44a8edee,3659679737
2026-03-21T23:29:27.290379+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_0352c94a7e7a18b0633671c820174daede17a976df0ce1d56b695c728b6b955e7224d7197fb3d7e7670d44a8edee,3659679737
2026-03-21T23:29:37.490370+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_0352c94a7e7a18b0633671c820174daede17a976df0ce1d56b695c728b6b955e7224d7197fb3d7e7670d44a8edee,3659679737
2026-03-21T23:29:47.695418+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_0352c94a7e7a18b0633671c820174daede17a976df0ce1d56b695c728b6b955e7224d7197fb3d7e7670d44a8edee,3659679737
2026-03-21T23:51:35.246983+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03efdf1fd12f1f1213bed9bc30a74f2f7daa975f5d4a1fa58563a61fcec701b5104d31df6b815f75f8fef423507b,3660072774
2026-03-21T23:51:45.466800+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03efdf1fd12f1f1213bed9bc30a74f2f7daa975f5d4a1fa58563a61fcec701b5104d31df6b815f75f8fef423507b,3660072774
2026-03-21T23:56:37.196274+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_038753717869a9bfeb9e8be636a8a73c356b4e5485207b44da3b294876f400e28bbe1185c6d087a643cf1a45d234,3660269542
2026-03-21T23:56:47.396167+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_038753717869a9bfeb9e8be636a8a73c356b4e5485207b44da3b294876f400e28bbe1185c6d087a643cf1a45d234,3660269542
2026-03-21T23:56:57.576090+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_038753717869a9bfeb9e8be636a8a73c356b4e5485207b44da3b294876f400e28bbe1185c6d087a643cf1a45d234,3660269542
2026-03-21T23:57:07.781102+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_038753717869a9bfeb9e8be636a8a73c356b4e5485207b44da3b294876f400e28bbe1185c6d087a643cf1a45d234,3660269542
2026-03-21T23:57:18.001272+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_038753717869a9bfeb9e8be636a8a73c356b4e5485207b44da3b294876f400e28bbe1185c6d087a643cf1a45d234,3660269542
2026-03-22T00:19:04.436419+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_036a4bd68420aa2b490f35e574dd19808bb3f3ea98a11acb0a9e7d90c5b1a3a728446bb5e9ce58529093ae0d38ad,3660924769
2026-03-22T00:23:58.469227+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_0390bea8ac7d80a979a1c122b5753632849fb62c986be41150f89bd757f55497cf6e3a8d5f167b20b89d64815e77,3661121378
2026-03-22T00:24:08.689187+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_0390bea8ac7d80a979a1c122b5753632849fb62c986be41150f89bd757f55497cf6e3a8d5f167b20b89d64815e77,3661121378
2026-03-22T00:24:18.869128+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_0390bea8ac7d80a979a1c122b5753632849fb62c986be41150f89bd757f55497cf6e3a8d5f167b20b89d64815e77,3661121378
2026-03-22T00:24:29.094165+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_0390bea8ac7d80a979a1c122b5753632849fb62c986be41150f89bd757f55497cf6e3a8d5f167b20b89d64815e77,3661121378
2026-03-22T00:24:39.314288+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_0390bea8ac7d80a979a1c122b5753632849fb62c986be41150f89bd757f55497cf6e3a8d5f167b20b89d64815e77,3661121378
2026-03-22T00:40:43.135934+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_031f38aca9cc902dc02eb72891df2c94c01de9e36c5a8578fcef0b6956443114fe128dd25cb0af70468ff25325f5,3661514704
2026-03-22T00:40:53.356021+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_031f38aca9cc902dc02eb72891df2c94c01de9e36c5a8578fcef0b6956443114fe128dd25cb0af70468ff25325f5,3661514704
2026-03-22T00:41:03.555969+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_031f38aca9cc902dc02eb72891df2c94c01de9e36c5a8578fcef0b6956443114fe128dd25cb0af70468ff25325f5,3661514704
2026-03-22T00:51:46.421945+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_0324d481a15d02e86a74071cb9c08a6ebabb87af4249712539ac2a1b5088d8a24950d5d3140f67e9228cdca9179d,3661580268
2026-03-22T00:51:56.621912+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_0324d481a15d02e86a74071cb9c08a6ebabb87af4249712539ac2a1b5088d8a24950d5d3140f67e9228cdca9179d,3661580268
2026-03-22T00:52:06.821856+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_0324d481a15d02e86a74071cb9c08a6ebabb87af4249712539ac2a1b5088d8a24950d5d3140f67e9228cdca9179d,3661580268
2026-03-22T00:56:50.010807+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03c8d834a7d709096f54c95d1fac81d399e75f42625756ca9bf872a07389e93c567764ac208e9ac776faa6b67aac,3661907839
2026-03-22T00:57:00.230787+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03c8d834a7d709096f54c95d1fac81d399e75f42625756ca9bf872a07389e93c567764ac208e9ac776faa6b67aac,3661907839
2026-03-22T00:57:10.410739+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03c8d834a7d709096f54c95d1fac81d399e75f42625756ca9bf872a07389e93c567764ac208e9ac776faa6b67aac,3661907839
2026-03-22T00:57:20.595683+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03c8d834a7d709096f54c95d1fac81d399e75f42625756ca9bf872a07389e93c567764ac208e9ac776faa6b67aac,3661907839
2026-03-22T00:57:30.795708+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03c8d834a7d709096f54c95d1fac81d399e75f42625756ca9bf872a07389e93c567764ac208e9ac776faa6b67aac,3661907839
2026-03-22T01:19:05.652779+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_0342c9ec726f39ed5a13399b6486ffeda225e774f91dc01c3d878df49cfe27a8ab63c4e9f2533d91ec559269954b,3662366559
2026-03-22T01:19:15.852661+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_0342c9ec726f39ed5a13399b6486ffeda225e774f91dc01c3d878df49cfe27a8ab63c4e9f2533d91ec559269954b,3662366559
2026-03-22T01:19:26.032653+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_0342c9ec726f39ed5a13399b6486ffeda225e774f91dc01c3d878df49cfe27a8ab63c4e9f2533d91ec559269954b,3662366559
2026-03-22T01:24:08.955893+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03edd9a297aa8016516e614121102c30a1eb1855da3e948c4f89bdc262072bce725ce0abc1a9c3e1b2b312f9d32e,3662628733
2026-03-22T01:24:19.156018+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03edd9a297aa8016516e614121102c30a1eb1855da3e948c4f89bdc262072bce725ce0abc1a9c3e1b2b312f9d32e,3662628733
2026-03-22T01:24:29.355944+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03edd9a297aa8016516e614121102c30a1eb1855da3e948c4f89bdc262072bce725ce0abc1a9c3e1b2b312f9d32e,3662628733
2026-03-22T01:24:39.541129+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03edd9a297aa8016516e614121102c30a1eb1855da3e948c4f89bdc262072bce725ce0abc1a9c3e1b2b312f9d32e,3662628733
2026-03-22T01:24:49.741118+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03edd9a297aa8016516e614121102c30a1eb1855da3e948c4f89bdc262072bce725ce0abc1a9c3e1b2b312f9d32e,3662628733
2026-03-22T01:41:20.757548+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03d714f6332fe42750f1d61de0159f13874e0c5f602129e39eccbf5a49d88dff5eead634ca14ee92735abdbfe2a0,3662890976
2026-03-22T01:46:23.723331+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_0364514de806f8ed258dac09fd64eccd550ff2178c67fdfc39ded73a8b49cac261c613e23b4c1c6f19953f0d297c,3662956539
2026-03-22T01:46:33.943149+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_0364514de806f8ed258dac09fd64eccd550ff2178c67fdfc39ded73a8b49cac261c613e23b4c1c6f19953f0d297c,3662956539
2026-03-22T01:46:44.123235+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_0364514de806f8ed258dac09fd64eccd550ff2178c67fdfc39ded73a8b49cac261c613e23b4c1c6f19953f0d297c,3662956539
2026-03-22T01:46:54.308196+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_0364514de806f8ed258dac09fd64eccd550ff2178c67fdfc39ded73a8b49cac261c613e23b4c1c6f19953f0d297c,3662956539
2026-03-22T02:02:46.858869+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03fe34a3315aff9dccdef452c5d0cfdf5a08553cc1ec97868d56f63e45a7fc7b353387d2962040f2d8d45d5b879e,3663480642
2026-03-22T02:02:57.078850+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03fe34a3315aff9dccdef452c5d0cfdf5a08553cc1ec97868d56f63e45a7fc7b353387d2962040f2d8d45d5b879e,3663480642
2026-03-22T02:03:07.278772+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03fe34a3315aff9dccdef452c5d0cfdf5a08553cc1ec97868d56f63e45a7fc7b353387d2962040f2d8d45d5b879e,3663480642
2026-03-22T02:03:17.463783+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03fe34a3315aff9dccdef452c5d0cfdf5a08553cc1ec97868d56f63e45a7fc7b353387d2962040f2d8d45d5b879e,3663480642
2026-03-22T02:24:58.449263+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03c3960333a402b76f2f570b7965e350b48c49e1ba1e32d396750784888a12ee8157e8b25f19d78b1707ced5d743,3663742932
2026-03-22T02:25:08.649196+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03c3960333a402b76f2f570b7965e350b48c49e1ba1e32d396750784888a12ee8157e8b25f19d78b1707ced5d743,3663742932
2026-03-22T02:30:01.117610+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03ecf7e174debe4c2a4ca1fefca593c766f0ea0bb508127c7f8afcdbbd2d30847dbf6588c2b9a7c2bc8ff4b22fce,3664004939
2026-03-22T02:30:11.317469+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03ecf7e174debe4c2a4ca1fefca593c766f0ea0bb508127c7f8afcdbbd2d30847dbf6588c2b9a7c2bc8ff4b22fce,3664004939
2026-03-22T02:30:21.497570+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03ecf7e174debe4c2a4ca1fefca593c766f0ea0bb508127c7f8afcdbbd2d30847dbf6588c2b9a7c2bc8ff4b22fce,3664004939
2026-03-22T02:30:31.702434+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03ecf7e174debe4c2a4ca1fefca593c766f0ea0bb508127c7f8afcdbbd2d30847dbf6588c2b9a7c2bc8ff4b22fce,3664004939
2026-03-22T02:30:41.922568+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03ecf7e174debe4c2a4ca1fefca593c766f0ea0bb508127c7f8afcdbbd2d30847dbf6588c2b9a7c2bc8ff4b22fce,3664004939
2026-03-22T02:52:15.726012+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03a8eb67b3a07a6d8c32b886978ffe0751520647616b6e9c67ae962746584e12edb71bc520724c53fa07c91554e2,3664398298
2026-03-22T02:52:25.945949+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03a8eb67b3a07a6d8c32b886978ffe0751520647616b6e9c67ae962746584e12edb71bc520724c53fa07c91554e2,3664398298
2026-03-22T02:52:36.125856+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03a8eb67b3a07a6d8c32b886978ffe0751520647616b6e9c67ae962746584e12edb71bc520724c53fa07c91554e2,3664398298
2026-03-22T02:57:18.851833+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_0395133d3bcbfe448c406c4ead611bedd15eee6d7a0cf0667ba4627a046df376a0c7dfde7b6b93ad88b80ec9e07e,3664660296
2026-03-22T02:57:29.071801+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_0395133d3bcbfe448c406c4ead611bedd15eee6d7a0cf0667ba4627a046df376a0c7dfde7b6b93ad88b80ec9e07e,3664660296
2026-03-22T02:57:39.271760+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_0395133d3bcbfe448c406c4ead611bedd15eee6d7a0cf0667ba4627a046df376a0c7dfde7b6b93ad88b80ec9e07e,3664660296
2026-03-22T02:57:49.476929+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_0395133d3bcbfe448c406c4ead611bedd15eee6d7a0cf0667ba4627a046df376a0c7dfde7b6b93ad88b80ec9e07e,3664660296
2026-03-22T02:57:59.676889+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_0395133d3bcbfe448c406c4ead611bedd15eee6d7a0cf0667ba4627a046df376a0c7dfde7b6b93ad88b80ec9e07e,3664660296
2026-03-22T03:13:49.679649+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03f80ddd84c9691fb2bc10add59880fa317caf9ef0cf4858b6e433391ae8cc5f0f5000d823497644560a60e95363,3665053548
2026-03-22T03:13:59.899573+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03f80ddd84c9691fb2bc10add59880fa317caf9ef0cf4858b6e433391ae8cc5f0f5000d823497644560a60e95363,3665053548
2026-03-22T03:14:10.099581+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03f80ddd84c9691fb2bc10add59880fa317caf9ef0cf4858b6e433391ae8cc5f0f5000d823497644560a60e95363,3665053548
2026-03-22T03:14:20.304584+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03f80ddd84c9691fb2bc10add59880fa317caf9ef0cf4858b6e433391ae8cc5f0f5000d823497644560a60e95363,3665053548
2026-03-22T03:14:30.504437+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03f80ddd84c9691fb2bc10add59880fa317caf9ef0cf4858b6e433391ae8cc5f0f5000d823497644560a60e95363,3665053548
2026-03-22T03:30:57.268400+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03ea0816eac8f0f6874e67e4c71b1b39b120639a494fe575dfecae97daa021f8433383bd9ac0de1438071f526621,3665315799
2026-03-22T03:36:10.025681+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03670ea9d336550ff96d29eacbf71cc666f747993f33c380d0a7031e95a43d4c865cd736ec20cfeb0e9b983371e4,3665446749
2026-03-22T03:36:20.225595+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03670ea9d336550ff96d29eacbf71cc666f747993f33c380d0a7031e95a43d4c865cd736ec20cfeb0e9b983371e4,3665446749
2026-03-22T03:46:48.742538+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03ffc8b0a52ad5e838dc884b5fbce0098e1d7764856a3a3cb275c59d9001379b7cbeccc95e81615b488af464421c,3665709022
2026-03-22T03:46:58.942393+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03ffc8b0a52ad5e838dc884b5fbce0098e1d7764856a3a3cb275c59d9001379b7cbeccc95e81615b488af464421c,3665709022
2026-03-22T03:47:09.122472+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03ffc8b0a52ad5e838dc884b5fbce0098e1d7764856a3a3cb275c59d9001379b7cbeccc95e81615b488af464421c,3665709022
2026-03-22T03:47:19.327621+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03ffc8b0a52ad5e838dc884b5fbce0098e1d7764856a3a3cb275c59d9001379b7cbeccc95e81615b488af464421c,3665709022
2026-03-22T04:09:01.562229+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03a9a1ed115a1805809a5c47372416f720aede2d766c6fb18bf7b201abcd3ca88d9a998bb17874eca96690058024,3665971051
2026-03-22T04:09:11.822236+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03a9a1ed115a1805809a5c47372416f720aede2d766c6fb18bf7b201abcd3ca88d9a998bb17874eca96690058024,3665971051
2026-03-22T04:09:22.002043+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03a9a1ed115a1805809a5c47372416f720aede2d766c6fb18bf7b201abcd3ca88d9a998bb17874eca96690058024,3665971051
2026-03-22T04:14:04.319450+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_0386cc6ce766d377d21e6ddcb33e9deb97590b199ef05ff13b4efbc957ebb785eeb57ca3fc672648b64a9abdb178,3666167753
2026-03-22T04:14:14.519403+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_0386cc6ce766d377d21e6ddcb33e9deb97590b199ef05ff13b4efbc957ebb785eeb57ca3fc672648b64a9abdb178,3666167753
2026-03-22T04:14:24.699357+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_0386cc6ce766d377d21e6ddcb33e9deb97590b199ef05ff13b4efbc957ebb785eeb57ca3fc672648b64a9abdb178,3666167753
2026-03-22T04:14:34.904379+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_0386cc6ce766d377d21e6ddcb33e9deb97590b199ef05ff13b4efbc957ebb785eeb57ca3fc672648b64a9abdb178,3666167753
2026-03-22T04:14:45.124375+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_0386cc6ce766d377d21e6ddcb33e9deb97590b199ef05ff13b4efbc957ebb785eeb57ca3fc672648b64a9abdb178,3666167753
2026-03-22T04:30:53.094813+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03c2c7f0f467ec7f57e3bf79b2de6dfc2cc147e6a3fb23c8fe9faf8eb7a79903776a24da08d1c409e0d2119420df,3666692051
2026-03-22T04:31:03.294831+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03c2c7f0f467ec7f57e3bf79b2de6dfc2cc147e6a3fb23c8fe9faf8eb7a79903776a24da08d1c409e0d2119420df,3666692051
2026-03-22T04:31:13.474786+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_03c2c7f0f467ec7f57e3bf79b2de6dfc2cc147e6a3fb23c8fe9faf8eb7a79903776a24da08d1c409e0d2119420df,3666692051
2026-03-22T04:41:51.624472+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_0393bc3ebfdcbceaddcd72340f486cd4174eb1bd9a1a3c0f6332301410d0bb83365e8d7b024290faf1f0badfd15e,3666757495
2026-03-22T04:42:01.844393+00:00,Operator A,Concealed_5g,5g,ANON_5G_CON_IMSI_A0_0393bc3ebfdcbceaddcd72340f486cd4174eb1bd9a1a3c0f6332301410d0bb83365e8d7b024290faf1f0badfd15e,3666757495
